tourney_id,tourney_name,surface,tourney_date,match_num,winner_name,winner_hand,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_name,loser_hand,loser_age,loser_rank,loser_rank_points,score,round,minutes,age_count
2017-580,Australian Open,Hard,20170116,175,Andreas Seppi,R,ITA,33,89,635,Nick Kyrgios,R,21.724846,13,2460,1-6 6-7(1) 6-4 6-2 10-8,R64,188,
2017-580,Australian Open,Hard,20170116,176,Jo Wilfried Tsonga,R,FRA,32,12,2505,Dusan Lajovic,R,26.54893908,94,627,6-2 6-2 6-3,R64,105,
2017-580,Australian Open,Hard,20170116,177,Jack Sock,R,USA,24,20,1810,Karen Khachanov,R,20.65708419,52,875,6-3 6-4 6-4,R64,134,
2017-580,Australian Open,Hard,20170116,178,Bernard Tomic,R,AUS,24,27,1420,Victor Estrella,R,36.45722108,103,586,7-5 7-6(4) 4-6 7-6(5),R64,200,
2017-580,Australian Open,Hard,20170116,179,Daniel Evans,R,GBR,27,51,886,Marin Cilic,R,28.30116359,7,3605,3-6 7-5 6-3 6-3,R64,177,
2017-580,Australian Open,Hard,20170116,180,Gael Monfils,R,FRA,30,6,3625,Alexandr Dolgopolov,R,28.19164956,69,715,6-3 6-4 1-6 6-0,R64,116,
2017-580,Australian Open,Hard,20170116,181,Philipp Kohlschreiber,R,GER,33,33,1325,Donald Young,L,27.48528405,85,651,7-5 6-3 6-0,R64,111,
2017-580,Australian Open,Hard,20170116,182,Alexander Zverev,R,GER,20,24,1655,Francis Tiafoe,R,18.98973306,108,550,6-2 6-3 6-4,R64,116,
2017-580,Australian Open,Hard,20170116,183,Rafael Nadal,L,ESP,31,9,3195,Marcos Baghdatis,R,31.58384668,36,1210,6-3 6-1 6-3,R64,132,
2017-580,Australian Open,Hard,20170116,184,Roberto Bautista Agut,R,ESP,29,14,2350,Yoshihito Nishioka,L,21.30595483,99,602,6-2 6-3 6-3,R64,129,
2017-580,Australian Open,Hard,20170116,185,David Ferrer,R,ESP,35,23,1740,Ernesto Escobedo,R,20.53661875,131,455,2-6 6-4 6-4 6-2,R64,166,
2017-580,Australian Open,Hard,20170116,186,Gilles Simon,R,FRA,32,25,1585,Rogerio Dutra Silva,R,32.95277207,100,600,6-4 6-1 6-1,R64,96,
2017-580,Australian Open,Hard,20170116,187,Milos Raonic,R,CAN,26,3,5290,Gilles Muller,L,33.69199179,28,1415,6-3 6-4 7-6(4),R64,119,
2017-580,Australian Open,Hard,20170116,188,Dominic Thiem,R,AUT,23,8,3415,Jordan Thompson,R,22.74332649,76,699,6-2 6-1 6-7(6) 6-4,R64,163,
2017-580,Australian Open,Hard,20170116,189,Benoit Paire,R,FRA,28,47,960,Fabio Fognini,R,29.65092402,48,945,7-6(3) 4-6 6-3 3-6 6-3,R64,208,
2017-580,Australian Open,Hard,20170116,190,Ivo Karlovic,R,CRO,38,21,1795,Andrew Whittington,R,23.43326489,194,289,6-4 6-4 6-4,R64,120,
2017-580,Australian Open,Hard,20170116,191,David Goffin,R,BEL,26,11,2750,Radek Stepanek,R,38.13826146,102,595,6-4 6-0 6-3,R64,104,
2017-580,Australian Open,Hard,20170116,192,Grigor Dimitrov,R,BUL,26,15,2135,Hyeon Chung,R,20.66255989,105,583,1-6 6-4 6-4 6-4,R64,156,
2017-580,Australian Open,Hard,20170116,193,Richard Gasquet,R,FRA,31,18,1885,Carlos Berlocq,R,33.95208761,90,632,6-1 6-1 6-1,R64,105,
2017-580,Australian Open,Hard,20170116,194,Pablo Carreno Busta,R,ESP,26,31,1370,Kyle Edmund,R,22.02327173,46,989,6-2 6-4 6-2,R64,106,
2017-580,Australian Open,Hard,20170116,195,Denis Istomin,R,UZB,30,117,498,Novak Djokovic,R,29.65639973,2,11780,7-6(8) 5-7 2-6 7-6(5) 6-4,R64,288,
2017-580,Australian Open,Hard,20170116,196,Andy Murray,R,GBR,30,1,12560,Sam Querrey,R,29.27857632,32,1355,6-4 6-2 6-4,R32,119,
2017-580,Australian Open,Hard,20170116,197,Mischa Zverev,L,GER,29,50,894,Malek Jaziri,R,32.99110198,56,824,6-1 4-6 6-3 6-0,R32,141,
2017-580,Australian Open,Hard,20170116,198,Roger Federer,R,SUI,35,17,1980,Tomas Berdych,R,31.33196441,10,3060,6-2 6-4 6-4,R32,90,
2017-580,Australian Open,Hard,20170116,199,Kei Nishikori,R,JPN,27,5,5010,Lukas Lacko,R,29.20465435,121,486,6-4 6-4 6-4,R32,131,
2017-580,Australian Open,Hard,20170116,200,Stanislas Wawrinka,R,SUI,32,4,5155,Viktor Troicki,R,30.93223819,35,1225,3-6 6-2 6-2 7-6(7),R32,152,
2017-580,Australian Open,Hard,20170116,201,Andreas Seppi,R,ITA,33,89,635,Steve Darcis,R,32.84599589,71,707,4-6 6-4 7-6(1) 7-6(2),R32,187,
2017-580,Australian Open,Hard,20170116,202,Jo Wilfried Tsonga,R,FRA,32,12,2505,Jack Sock,R,24.31211499,20,1810,7-6(4) 7-5 6-7(8) 6-3,R32,213,
2017-580,Australian Open,Hard,20170116,203,Daniel Evans,R,GBR,27,51,886,Bernard Tomic,R,24.23819302,27,1420,7-5 7-6(2) 7-6(3),R32,168,
2017-580,Australian Open,Hard,20170116,204,Gael Monfils,R,FRA,30,6,3625,Philipp Kohlschreiber,R,33.25393566,33,1325,6-3 7-6(1) 6-4,R32,115,
2017-580,Australian Open,Hard,20170116,205,Rafael Nadal,L,ESP,31,9,3195,Alexander Zverev,R,19.74264203,24,1655,4-6 6-3 6-7(5) 6-3 6-2,R32,245,
2017-580,Australian Open,Hard,20170116,206,Roberto Bautista Agut,R,ESP,29,14,2350,David Ferrer,R,34.7926078,23,1740,7-5 6-7(6) 7-6(3) 6-4,R32,242,
2017-580,Australian Open,Hard,20170116,207,Milos Raonic,R,CAN,26,3,5290,Gilles Simon,R,32.05475702,25,1585,6-2 7-6(5) 3-6 6-3,R32,154,
2017-580,Australian Open,Hard,20170116,208,Dominic Thiem,R,AUT,23,8,3415,Benoit Paire,R,27.69336071,47,960,6-1 4-6 6-4 6-4,R32,143,
2017-580,Australian Open,Hard,20170116,209,David Goffin,R,BEL,26,11,2750,Ivo Karlovic,R,37.88364134,21,1795,6-3 6-2 6-4,R32,87,
2017-580,Australian Open,Hard,20170116,210,Grigor Dimitrov,R,BUL,26,15,2135,Richard Gasquet,R,30.58179329,18,1885,6-3 6-2 6-4,R32,122,
2017-580,Australian Open,Hard,20170116,211,Denis Istomin,R,UZB,30,117,498,Pablo Carreno Busta,R,25.51676934,31,1370,6-4 4-6 6-4 4-6 6-2,R32,207,
2017-580,Australian Open,Hard,20170116,212,Mischa Zverev,L,GER,29,50,894,Andy Murray,R,29.67556468,1,12560,7-5 5-7 6-2 6-4,R16,213,
2017-580,Australian Open,Hard,20170116,213,Roger Federer,R,SUI,35,17,1980,Kei Nishikori,R,27.04996578,5,5010,6-7(4) 6-4 6-1 4-6 6-3,R16,203,
2017-580,Australian Open,Hard,20170116,214,Stanislas Wawrinka,R,SUI,32,4,5155,Andreas Seppi,R,32.90349076,89,635,7-6(2) 7-6(4) 7-6(4),R16,163,
2017-580,Australian Open,Hard,20170116,215,Jo Wilfried Tsonga,R,FRA,32,12,2505,Daniel Evans,R,26.65297741,51,886,6-7(4) 6-2 6-4 6-4,R16,173,
2017-580,Australian Open,Hard,20170116,216,Rafael Nadal,L,ESP,31,9,3195,Gael Monfils,R,30.37645448,6,3625,6-3 6-3 4-6 6-4,R16,175,
2017-580,Australian Open,Hard,20170116,217,Milos Raonic,R,CAN,26,3,5290,Roberto Bautista Agut,R,28.75838467,14,2350,7-6(6) 3-6 6-4 6-1,R16,171,
2017-580,Australian Open,Hard,20170116,218,David Goffin,R,BEL,26,11,2750,Dominic Thiem,R,23.37029432,8,3415,5-7 7-6(4) 6-2 6-2,R16,163,
2017-580,Australian Open,Hard,20170116,219,Grigor Dimitrov,R,BUL,26,15,2135,Denis Istomin,R,30.36002738,117,498,2-6 7-6(2) 6-2 6-1,R16,144,
2017-580,Australian Open,Hard,20170116,220,Roger Federer,R,SUI,35,17,1980,Mischa Zverev,L,29.40451745,50,894,6-1 7-5 6-2,QF,92,
2017-580,Australian Open,Hard,20170116,221,Stanislas Wawrinka,R,SUI,32,4,5155,Jo Wilfried Tsonga,R,31.75085558,12,2505,7-6(2) 6-4 6-3,QF,134,
2017-580,Australian Open,Hard,20170116,222,Rafael Nadal,L,ESP,31,9,3195,Milos Raonic,R,26.05612594,3,5290,6-4 7-6(7) 6-4,QF,164,
2017-580,Australian Open,Hard,20170116,223,Grigor Dimitrov,R,BUL,26,15,2135,David Goffin,R,26.11088296,11,2750,6-3 6-2 6-4,QF,132,
2017-580,Australian Open,Hard,20170116,224,Roger Federer,R,SUI,35,17,1980,Stanislas Wawrinka,R,31.80561259,4,5155,7-5 6-3 1-6 4-6 6-3,SF,184,
2017-580,Australian Open,Hard,20170116,225,Rafael Nadal,L,ESP,31,9,3195,Grigor Dimitrov,R,25.67282683,15,2135,6-3 5-7 7-6(5) 6-7(4) 6-4,SF,296,
2017-580,Australian Open,Hard,20170116,226,Roger Federer,R,SUI,35,17,1980,Rafael Nadal,L,30.62286105,9,3195,6-4 3-6 6-1 3-6 6-3,F,217,
2017-M-DC-2017-G1-AM-M-DOM-CHI-01,Davis Cup G1 R1: DOM vs CHI,Hard,20170203,1,Nicolas Jarry,R,CHI,21,312,157,Jose Hernandez,U,26.88569473,263,195,6-3 7-5 6-2,RR,107,
2017-M-DC-2017-G1-AM-M-DOM-CHI-01,Davis Cup G1 R1: DOM vs CHI,Hard,20170203,2,Christian Garin,R,CHI,21,189,295,Roberto Cid,R,23.41957563,507,72,5-7 6-1 6-2 6-2,RR,163,
2017-M-DC-2017-G1-AM-M-DOM-CHI-01,Davis Cup G1 R1: DOM vs CHI,Hard,20170203,4,Marcelo Tomas Barrios Vera,U,CHI,19,454,86,Jose Olivares,,20.06023272,722,31,7-6(8) 7-6(2),RR,105,
2017-M-DC-2017-G1-AM-M-DOM-CHI-01,Davis Cup G1 R1: DOM vs CHI,Hard,20170203,5,Nicolas Jarry,R,CHI,21,312,157,Nick Hardt,U,16.3613963,1772,1,6-3 6-3,RR,,
2017-M-DC-2017-G1-AM-M-PER-ECU-01,Davis Cup G1 R1: PER vs ECU,Clay,20170203,1,Emilio Gomez,R,ECU,25,293,172,Juan Pablo Varillas Patino Samudio,R,21.31964408,633,45,6-3 6-0 6-7(5) 2-6 6-3,RR,214,
2017-M-DC-2017-G1-AM-M-PER-ECU-01,Davis Cup G1 R1: PER vs ECU,Clay,20170203,2,Roberto Quiroz,L,ECU,25,289,176,Mauricio Echazu,R,28.02464066,844,19,5-7 6-4 6-1 6-3,RR,164,
2017-M-DC-2017-G1-AM-M-PER-ECU-01,Davis Cup G1 R1: PER vs ECU,Clay,20170203,4,Roberto Quiroz,L,ECU,25,289,176,Juan Pablo Varillas Patino Samudio,R,21.31964408,633,45,6-4 7-6(6),RR,90,
2017-M-DC-2017-G1-AM-M-PER-ECU-01,Davis Cup G1 R1: PER vs ECU,Clay,20170203,5,Gonzalo Escobar,L,ECU,28,508,72,Alexander Merino,L,24.41615332,1340,4,6-3 6-0,RR,46,
2017-M-DC-2017-G1-AO-M-NZL-IND-01,Davis Cup G1 R1: NZL vs IND,Hard,20170203,1,Yuki Bhambri,R,IND,25,368,121,Finn Tearney,R,26.34360027,414,102,6-4 6-4 6-3,RR,,
2017-M-DC-2017-G1-AO-M-NZL-IND-01,Davis Cup G1 R1: NZL vs IND,Hard,20170203,2,Ramkumar Ramanathan,R,IND,22,276,186,Jose Rubin Statham,R,29.76865161,417,100,6-3 6-4 6-3,RR,112,
2017-M-DC-2017-G1-AO-M-NZL-IND-01,Davis Cup G1 R1: NZL vs IND,Hard,20170203,4,Ramkumar Ramanathan,R,IND,22,276,186,Finn Tearney,R,26.34360027,414,102,7-5 6-1 6-0,RR,,
2017-M-DC-2017-G1-AO-M-NZL-IND-01,Davis Cup G1 R1: NZL vs IND,Hard,20170203,5,Yuki Bhambri,R,IND,25,368,121,Jose Rubin Statham,R,29.76865161,417,100,7-5 3-6 6-4,RR,,
2017-M-DC-2017-G1-AO-M-UZB-KOR-01,Davis Cup G1 R1: UZB vs KOR,Hard,20170203,1,Hyeon Chung,R,KOR,21,73,698,Sanjar Fayziev,U,22.50787132,367,123,6-4 6-4 6-7(5) 4-6 6-0,RR,208,
2017-M-DC-2017-G1-AO-M-UZB-KOR-01,Davis Cup G1 R1: UZB vs KOR,Hard,20170203,2,Denis Istomin,R,UZB,30,80,668,Duck Hee Lee,R,18.67488022,139,431,4-6 6-2 7-6(0) 6-4,RR,165,
2017-M-DC-2017-G1-AO-M-UZB-KOR-01,Davis Cup G1 R1: UZB vs KOR,Hard,20170203,4,Denis Istomin,R,UZB,30,80,668,Soon Woo Kwon,R,19.16221766,308,162,3-6 7-6(5) 6-2 7-6(12),RR,196,
2017-M-DC-2017-G1-EPA-M-ISR-POR-01,Davis Cup G1 R1: ISR vs POR,Clay,20170203,1,Joao Sousa,R,POR,28,41,1055,Yshai Oliel,L,17.07049966,928,14,6-1 6-1 6-2,RR,88,
2017-M-DC-2017-G1-EPA-M-ISR-POR-01,Davis Cup G1 R1: ISR vs POR,Clay,20170203,2,Gastao Elias,R,POR,26,76,685,Dudi Sela,R,31.82477755,75,686,1-6 6-2 6-4 6-2,RR,146,
2017-M-DC-2017-G1-EPA-M-ISR-POR-01,Davis Cup G1 R1: ISR vs POR,Clay,20170203,4,Frederico Ferreira Silva,L,POR,22,363,127,Daniel Cukierman,U,21.5633128,528,66,6-2 6-0,RR,57,
2017-M-DC-2017-G1-EPA-M-ISR-POR-01,Davis Cup G1 R1: ISR vs POR,Clay,20170203,5,Pedro Sousa,R,POR,29,192,293,Yshai Oliel,L,17.07049966,928,14,6-2 6-0,RR,44,
2017-M-DC-2017-G1-EPA-M-POL-BIH-01,Davis Cup G1 R1: POL vs BIH,Hard,20170203,1,Mirza Basic,R,BIH,26,212,256,Kamil Majchrzak,R,21.04859685,259,199,6-4 6-3 RET,RR,88,
2017-M-DC-2017-G1-EPA-M-POL-BIH-01,Davis Cup G1 R1: POL vs BIH,Hard,20170203,2,Damir Dzumhur,R,BIH,25,82,659,Hubert Hurkacz,R,19.96714579,379,115,7-6(1) 7-5 7-5,RR,134,
2017-M-DC-2017-G1-EPA-M-POL-BIH-01,Davis Cup G1 R1: POL vs BIH,Hard,20170203,4,Damir Dzumhur,R,BIH,25,82,659,Kamil Majchrzak,R,21.04859685,259,199,Walkover,RR,,
2017-M-DC-2017-G1-EPA-M-POL-BIH-01,Davis Cup G1 R1: POL vs BIH,Hard,20170203,5,Tomislav Brkic,R,BIH,27,418,100,Hubert Hurkacz,R,19.96714579,379,115,7-6(1) 4-6 7-5,RR,134,
2017-M-DC-2017-G1-EPA-M-ROU-BLR-01,Davis Cup G1 R1: ROU vs BLR,Hard,20170203,1,Adrian Ungur,R,ROU,32,313,155,Ilya Ivashka,R,22.93223819,175,323,6-2 5-7 7-5 6-4,RR,183,
2017-M-DC-2017-G1-EPA-M-ROU-BLR-01,Davis Cup G1 R1: ROU vs BLR,Hard,20170203,2,Egor Gerasimov,R,BLR,24,341,139,Marius Copil,R,26.28884326,129,464,6-3 6-4 6-4,RR,101,
2017-M-DC-2017-G1-EPA-M-ROU-BLR-01,Davis Cup G1 R1: ROU vs BLR,Hard,20170203,4,Marius Copil,R,ROU,26,129,464,Ilya Ivashka,R,22.93223819,175,323,7-5 6-4 6-1,RR,122,
2017-M-DC-2017-G1-EPA-M-ROU-BLR-01,Davis Cup G1 R1: ROU vs BLR,Hard,20170203,5,Egor Gerasimov,R,BLR,24,341,139,Adrian Ungur,R,32.01368925,313,155,7-6(5) 6-4 6-4,RR,137,
2017-M-DC-2017-G1-EPA-M-SVK-HUN-01,Davis Cup G1 R2: SVK vs HUN,Hard,20170203,1,Martin Klizan,L,SVK,28,36,1230,Attila Balazs,R,28.34223135,284,179,6-1 6-2 3-6 6-4,RR,150,
2017-M-DC-2017-G1-EPA-M-SVK-HUN-01,Davis Cup G1 R2: SVK vs HUN,Hard,20170203,2,Marton Fucsovics,R,HUN,25,159,361,Jozef Kovalik,R,24.23819302,115,519,6-2 6-7(4) 6-3 6-4,RR,153,
2017-M-DC-2017-G1-EPA-M-SVK-HUN-01,Davis Cup G1 R2: SVK vs HUN,Hard,20170203,4,Marton Fucsovics,R,HUN,25,159,361,Martin Klizan,L,27.55646817,36,1230,3-6 6-3 6-3 7-5,RR,154,
2017-M-DC-2017-G2-AM-M-BAH-VEN-01,Davis Cup G2 R1: BAH vs VEN,Hard,20170203,1,Ricardo Rodriguez,R,VEN,24,753,27,Philip Wilbert Major,L,20.91444216,,,6-7(5) 6-1 6-1 6-1,RR,163,
2017-M-DC-2017-G2-AM-M-BAH-VEN-01,Davis Cup G2 R1: BAH vs VEN,Hard,20170203,2,Luis David Martinez,U,VEN,28,1231,5,Spencer Newman,R,23.73716632,,,7-5 6-0 7-6(5),RR,148,
2017-M-DC-2017-G2-AM-M-BAH-VEN-01,Davis Cup G2 R1: BAH vs VEN,Hard,20170203,4,Ricardo Rodriguez,R,VEN,24,753,27,Justin Lunn,U,25.62080767,,,6-0 6-2,RR,66,
2017-M-DC-2017-G2-AM-M-BAH-VEN-01,Davis Cup G2 R1: BAH vs VEN,Hard,20170203,5,Jordi Munoz Abreu,U,VEN,27,1259,5,Philip Wilbert Major,L,20.91444216,,,6-7(8) 6-4 6-3,RR,167,
2017-M-DC-2017-G2-AM-M-BAR-PAR-01,Davis Cup G2 R1: BAR vs PAR,Clay,20170203,1,Ayed Zatar,R,PAR,21,,,Haydn Lewis,L,31.07734428,,,7-6(5) 7-5 6-2,RR,150,
2017-M-DC-2017-G2-AM-M-BAR-PAR-01,Davis Cup G2 R1: BAR vs PAR,Clay,20170203,2,Darian King,R,BAR,25,142,426,Bruno Britez,,18.69130732,,,6-2 6-3 6-3,RR,134,
2017-M-DC-2017-G2-AM-M-BAR-PAR-01,Davis Cup G2 R1: BAR vs PAR,Clay,20170203,4,Darian King,R,BAR,25,142,426,Ayed Zatar,R,20.84052019,,,7-6(2) 6-1 6-1,RR,97,
2017-M-DC-2017-G2-AM-M-BAR-PAR-01,Davis Cup G2 R1: BAR vs PAR,Clay,20170203,5,Bruno Britez,,PAR,19,,,Seanon Williams,R,25.97125257,,,6-3 6-2,RR,67,
2017-M-DC-2017-G2-AM-M-BOL-ESA-01,Davis Cup G2 R1: BOL vs ESA,Hard,20170203,1,Federico Zeballos,U,BOL,29,509,72,Alberto Emmanuel Alvarado Larin,U,22.16563997,,,6-4 6-2 6-3,RR,115,
2017-M-DC-2017-G2-AM-M-BOL-ESA-01,Davis Cup G2 R1: BOL vs ESA,Hard,20170203,2,Marcelo Arevalo,R,ESA,26,181,315,Hugo Dellien,R,23.62491444,743,28,6-2 6-4 7-5,RR,134,
2017-M-DC-2017-G2-AM-M-BOL-ESA-01,Davis Cup G2 R1: BOL vs ESA,Hard,20170203,4,Marcelo Arevalo,R,ESA,26,181,315,Federico Zeballos,U,28.67077344,509,72,6-3 6-3 6-1,RR,,
2017-M-DC-2017-G2-AM-M-BOL-ESA-01,Davis Cup G2 R1: BOL vs ESA,Hard,20170203,5,Rodrigo Banzer,R,BOL,20,,,Alberto Emmanuel Alvarado Larin,U,22.16563997,,,6-2 6-0,RR,,
2017-M-DC-2017-G2-AM-M-MEX-GUA-01,Davis Cup G2 R1: MEX vs GUA,Hard,20170203,1,Wilfredo Gonzalez,R,GUA,24,1019,11,Luis Patino,R,23.31827515,730,30,6-4 6-2 6-4,RR,131,
2017-M-DC-2017-G2-AM-M-MEX-GUA-01,Davis Cup G2 R1: MEX vs GUA,Hard,20170203,2,Manuel Sanchez,R,MEX,26,790,23,Christopher Diaz Figueroa,R,26.88295688,677,38,6-2 6-2 7-6(2),RR,134,
2017-M-DC-2017-G2-AM-M-MEX-GUA-01,Davis Cup G2 R1: MEX vs GUA,Hard,20170203,4,Christopher Diaz Figueroa,R,GUA,27,677,38,Gerardo Lopez Villasenor,U,,1772,1,6-7(5) 6-4 7-5 6-2,RR,200,
2017-M-DC-2017-G2-AO-M-INA-PHI-01,Davis Cup G2 R1: INA vs PHI,Clay,20170203,1,David Agung Susanto,U,INA,26,740,29,Alberto Lim,R,17.70568104,,,3-6 2-6 6-2 6-1 1-1 RET,RR,187,
2017-M-DC-2017-G2-AO-M-INA-PHI-01,Davis Cup G2 R1: INA vs PHI,Clay,20170203,2,Ruben Gonzales,R,PHI,31,925,14,Aditya Hari Sasongko,U,28.57494867,1568,2,6-2 6-2 6-4,RR,115,
2017-M-DC-2017-G2-AO-M-INA-PHI-01,Davis Cup G2 R1: INA vs PHI,Clay,20170203,4,Ruben Gonzales,R,PHI,31,925,14,David Agung Susanto,U,25.53045859,740,29,6-2 6-3 6-4,RR,122,
2017-M-DC-2017-G2-AO-M-INA-PHI-01,Davis Cup G2 R1: INA vs PHI,Clay,20170203,5,Alberto Lim,R,PHI,18,,,Anthony Susanto,U,19.69062286,2031,1,7-5 6-3,RR,86,
2017-M-DC-2017-G2-AO-M-KUW-THA-01,Davis Cup G2 R1: KUW vs THA,Hard,20170203,1,Jirat Navasirisomboon,R,THA,20,997,12,Abdullah Maqdas,U,29.83709788,1298,4,6-2 6-4 6-7(4) 6-4,RR,163,
2017-M-DC-2017-G2-AO-M-KUW-THA-01,Davis Cup G2 R1: KUW vs THA,Hard,20170203,2,Mohammad Ghareeb,R,KUW,37,,,Wishaya Trongcharoenchaikul,R,21.81519507,773,25,6-4 3-6 6-3 6-7(3) 6-0,RR,188,
2017-M-DC-2017-G2-AO-M-KUW-THA-01,Davis Cup G2 R1: KUW vs THA,Hard,20170203,4,Wishaya Trongcharoenchaikul,R,THA,22,773,25,Abdullah Maqdas,U,29.83709788,1298,4,6-4 6-2 5-7 4-6 7-6(3),RR,220,
2017-M-DC-2017-G2-AO-M-PAK-IRI-01,Davis Cup G2 R1: PAK vs IRI,Hard,20170203,1,Aqeel Khan,R,PAK,37,,,Shahin Khaledan,R,26.65023956,1995,1,7-6(1) 6-4 6-2,RR,131,
2017-M-DC-2017-G2-AO-M-PAK-IRI-01,Davis Cup G2 R1: PAK vs IRI,Hard,20170203,2,Aisam Ul Haq Qureshi,R,PAK,37,,,Anoosha Shahgholi,U,35.22245038,1865,1,6-1 6-2 6-2,RR,78,
2017-M-DC-2017-G2-AO-M-PAK-IRI-01,Davis Cup G2 R1: PAK vs IRI,Hard,20170203,4,Hamid Reza Nadaf,R,IRI,24,,,M Abid Ali Khan Akbar,U,26.52703628,1491,2,6-7(4) 6-4 6-3,RR,,
2017-M-DC-2017-G2-AO-M-PAK-IRI-01,Davis Cup G2 R1: PAK vs IRI,Hard,20170203,5,Shahin Khaledan,R,IRI,27,1995,1,Mahammad Abid,U,22.66119097,,,7-6(8) 6-3,RR,,
2017-M-DC-2017-G2-AO-M-VIE-HKG-01,Davis Cup G2 R1: VIE vs HKG,Hard,20170203,1,Hong Kit Jack Wong,U,HKG,18,911,15,Thien Nguyen Hoang,R,21.88911704,1443,3,6-7(4) 7-5 6-3 3-6 6-0,RR,206,
2017-M-DC-2017-G2-AO-M-VIE-HKG-01,Davis Cup G2 R1: VIE vs HKG,Hard,20170203,2,Nam Hoang Ly,R,VIE,20,635,44,Hei Yin Andrew Li,R,19.84394251,1511,2,6-1 6-2 6-4,RR,117,
2017-M-DC-2017-G2-AO-M-VIE-HKG-01,Davis Cup G2 R1: VIE vs HKG,Hard,20170203,4,Nam Hoang Ly,R,VIE,20,635,44,Hong Kit Jack Wong,U,18.4202601,911,15,6-3 7-6(8) 6-4,RR,150,
2017-M-DC-2017-G2-AO-M-VIE-HKG-01,Davis Cup G2 R1: VIE vs HKG,Hard,20170203,5,Karan Rastogi,R,IND,30,1511,2,Thien Nguyen Hoang,R,21.88911704,1443,3,6-7(4) 6-1 6-2 6-1,RR,,
2017-M-DC-2017-G2-EPA-M-EST-RSA-01,Davis Cup G2 R1: EST vs RSA,Hard,20170203,1,Nicolaas Scholtz,R,RSA,26,517,70,Jurgen Zopp,R,28.84052019,317,153,4-6 6-4 6-3 RET,RR,116,
2017-M-DC-2017-G2-EPA-M-EST-RSA-01,Davis Cup G2 R1: EST vs RSA,Hard,20170203,2,Lloyd George Muirhead Harris,R,RSA,20,288,176,Vladimir Ivanov,R,29.80971937,442,90,6-4 6-3 6-2,RR,114,
2017-M-DC-2017-G2-EPA-M-EST-RSA-01,Davis Cup G2 R1: EST vs RSA,Hard,20170203,4,Lloyd George Muirhead Harris,R,RSA,20,288,176,Mattias Siimar,U,18.98973306,1511,2,7-5 6-3,RR,76,
2017-M-DC-2017-G2-EPA-M-EST-RSA-01,Davis Cup G2 R1: EST vs RSA,Hard,20170203,5,Vladimir Ivanov,R,EST,30,442,90,Nicolaas Scholtz,R,25.98494182,517,70,7-6(3) 6-3,RR,89,
2017-M-DC-2017-G2-EPA-M-FIN-GEO-01,Davis Cup G2 R1: FIN vs GEO,Carpet,20170203,1,Nikoloz Basilashvili,R,RUS,25,89,630,Eero Vasa,U,,1112,8,2-6 6-1 6-4 6-1,RR,117,
2017-M-DC-2017-G2-EPA-M-FIN-GEO-01,Davis Cup G2 R1: FIN vs GEO,Carpet,20170203,2,Harri Heliovaara,R,FIN,28,,,George Tsivadze,U,24.07665982,819,21,7-5 6-2 6-1,RR,112,
2017-M-DC-2017-G2-EPA-M-FIN-GEO-01,Davis Cup G2 R1: FIN vs GEO,Carpet,20170203,4,Nikoloz Basilashvili,R,RUS,25,89,630,Emil Ruusuvuori,R,17.83162218,1511,2,6-2 6-4 6-4,RR,110,
2017-M-DC-2017-G2-EPA-M-LTU-MAD-01,Davis Cup G2 R1: LTU vs MAD,Hard,20170203,1,Laurynas Grigelis,R,LTU,25,267,192,Lucas Andriamasilalao,R,19.60574949,,,6-1 6-2 6-4,RR,82,
2017-M-DC-2017-G2-EPA-M-LTU-MAD-01,Davis Cup G2 R1: LTU vs MAD,Hard,20170203,2,Antso Rakotondramanga,U,MAD,29,,,Tadas Babelis,U,19.92881588,1345,4,6-4 6-4 6-3,RR,97,
2017-M-DC-2017-G2-EPA-M-LTU-MAD-01,Davis Cup G2 R1: LTU vs MAD,Hard,20170203,4,Laurynas Grigelis,R,LTU,25,267,192,Antso Rakotondramanga,U,28.53935661,,,6-4 7-6(6) 6-4,RR,116,
2017-M-DC-2017-G2-EPA-M-LTU-MAD-01,Davis Cup G2 R1: LTU vs MAD,Hard,20170203,5,Jean Jacques Rakotohasy,,MAD,22,,,Tomas Vaise,U,19.02532512,,,6-3 4-6 6-2,RR,89,
2017-M-DC-2017-G2-EPA-M-MAR-DEN-01,Davis Cup G2 R1: MAR vs DEN,Carpet,20170203,1,Frederik Nielsen,R,DEN,33,408,104,Amine Ahouda,U,19.38672142,861,18,6-1 6-3 6-3,RR,80,
2017-M-DC-2017-G2-EPA-M-MAR-DEN-01,Davis Cup G2 R1: MAR vs DEN,Carpet,20170203,2,Reda El Amrani,R,MAR,29,682,36,Soren Hess Olesen,U,26.05886379,,,6-2 3-6 6-2 7-6(5),RR,146,
2017-M-DC-2017-G2-EPA-M-MAR-DEN-01,Davis Cup G2 R1: MAR vs DEN,Carpet,20170203,4,Frederik Nielsen,R,DEN,33,408,104,Reda El Amrani,R,28.7008898,682,36,6-2 3-6 6-3 6-4,RR,127,
2017-M-DC-2017-G2-EPA-M-MAR-DEN-01,Davis Cup G2 R1: MAR vs DEN,Carpet,20170203,5,Soren Hess Olesen,U,DEN,26,,,Mehdi Jdi,R,28.13141684,1252,5,3-6 6-0 6-0,RR,58,
